Student ID,Group 1,Group 2,Group 3,Group 4,Group 5,Group 6,Group 7,Group 8,Group 9,Group 10,Group 11,Group 12,Group 13,Group 14,Group 15,Group 16,Group 17,Group 18,Group 19,Group 20,Group 21,Group 22,Group 23,Group 24,Group 25,Group 26,Group 27,Group 28,Group 29,Group 30,Group 31,Group 32,Group 33,Group 34,Group 35,Group 36,Group 37,Group 38,Group 39,Group 40,Group 41,Group 42,Group 43,Group 44,Group 45,Group 46,Group 47,Group 48,Group 49,Group 50,Group 51,Group 52,Group 53,Group 54,Group 55,Group 56,Group 57,Group 58,Group 59
2000 Sep,169.3,91.6,99.4,59,46.7,9.9,11.1,261.4,11.5,7.7,15.9,26.2,26.1,15.7,18.1,14.4,6.4,68.7,58.2,98.9,34.5,34.7,271.9,13.4,236.1,204.1,389.4,142.3,192.4,78.7,121.5,135.9,66.8,18.7,73.2,279.8,136,415.9,593.5,194.7,251.1,296.9,91.5,104.5,119.9,75.3,106.9,46.4,104.4,32.2,264,58,13.9,3.9,3.7,44.5,17.8,8.7,5.1
2000 Oct,153.4,93.4,91.3,57.6,55.5,9.9,11.2,268,12.7,7.2,17.5,22.9,25.8,14.9,19.5,14.2,7,74.5,60.7,109.7,37.3,42.3,288,14.1,254.4,220.4,339.8,158,207.5,74.9,121.5,144.7,58.2,15.7,88,227.3,141.7,369,560.1,209.5,270.2,326.2,93.4,118.7,111.9,78.1,81.9,48.1,105.8,32.8,252.4,57.7,14.2,4.6,3.9,47.6,18,9.2,4.1
2000 Nov,150.9,100.5,90.6,62.9,55.2,10.5,12.4,284.4,12.9,8,18.5,23.8,29.6,15.6,19.6,14.9,8.9,70.3,68.6,110.7,38.4,44.9,296.2,15.7,271.1,196.4,320.9,164.6,200.3,82.9,147.6,149.2,65,19.8,98.6,232.5,141.1,373.5,517.3,246.1,310.5,324.8,96.3,124.5,115.5,79,87.2,51.6,112.4,34.6,266.6,60.9,15.7,5.3,4.4,50.5,19.8,9.9,4.8
2000 Dec,174.9,111.8,115,86,65.7,13,15.2,346.3,17.1,8.9,19.2,30.6,41.6,18.3,19.7,18.3,13,77.9,71.3,133.7,42.4,48.3,308.1,19.9,388,218.7,354.4,183.3,225.5,135,219.9,152.3,90.8,30,145.2,363.5,200.5,564,573.2,365.1,553.9,359.9,101,134.4,173.9,86.2,116,65.6,150.8,40,320.9,85.2,21.5,8.4,6.5,60.3,25.4,15.3,7.1
2001 Jan,151,96.7,94.3,67.6,55.1,11.5,9.3,282.6,14.2,7.4,16.8,27.1,23.6,15,19.4,14.9,7.4,66.2,59.6,102.1,43.1,38.1,295.2,12.7,274.9,214,343.4,160.8,200.6,80.8,124.5,142,63.5,17.1,88.4,208.3,138.3,346.5,557.4,212.9,245,336.3,103.2,135.7,130.7,87.7,82.6,47.1,100.2,32.2,244.4,53.2,13,4.7,3.8,45.5,17.3,9.9,3.7
2001 Feb,142.9,102.3,89.2,59.3,50.1,11.7,10.5,274.6,13.8,7.9,14,24.6,19.9,14.4,18,14.5,6.7,63,49.7,87.9,40.1,33.9,266.2,13.4,251.1,193.8,307.6,149.1,191.3,64.7,108.3,136.4,57.4,14.8,81.1,170,118.9,288.9,501.4,189.4,206.8,311.7,82.1,120.4,94.1,84.8,80,44.4,92.9,32.2,217.6,48.6,11.9,3.9,3.9,39.7,16.1,9.1,3.6
2001 Mar,157.5,110.4,101.3,65.6,54.7,11.6,11.7,296,15.6,8.9,16.2,24.4,27.6,15.2,20.6,16.1,8.1,71.3,58.3,97.6,41.9,39.7,301.9,14.8,261.7,218.2,350.9,167.3,223,71.4,137.5,154.4,60.8,16.5,92.5,218.2,130.8,349,569.1,230,268.1,358.4,95.5,135.4,108.2,92.7,84.1,47.5,101.6,36.3,240,54.1,14,4.5,4.2,44.5,17.8,11.4,3.8
2001 Apr,179.2,88.3,106.7,58.9,44.4,8.5,8.2,250,14.7,9.1,15.1,26.6,27.3,15.3,23.5,12.7,9.7,59.1,55.9,94.1,41.7,39.8,287.7,12.7,230.5,185.2,316.7,156,230.3,69.5,142.5,145.9,54.6,17.7,78.8,248.1,136.5,384.7,501.9,221.3,265.8,367,93.3,136.7,129,86.8,77.6,40.9,95.1,33.4,227.6,54.2,13.2,5,4,41.6,15.9,11.6,4
2001 May,172.6,91.9,95.4,65.1,46.5,8.8,9,264.8,14.4,8.9,16.3,27.1,27.6,15.9,23.7,14,9.3,58.2,57.3,92.2,39.6,41.4,296.7,13.8,257.5,177.7,335.2,168.3,225.6,76.8,144.6,147.5,64.5,19.6,84.2,274.9,141.9,416.8,512.9,228.7,275.8,354.4,94.1,128.8,134.4,84.9,78.1,43.8,106.7,30.5,227.6,62.9,14.1,5,4.2,44.7,18.4,12.4,4.1
2001 Jun,173,92.2,95.6,64.1,42.5,8.4,8.7,261.1,14.1,9.3,16.6,29.1,28.2,16,23,12.7,8.8,59.2,65.4,89,37,41.2,293.3,13.5,266.9,183.3,296.4,176.4,221.1,82.7,137.6,147.6,67.8,19.4,81.6,243.3,130.2,373.5,479.8,219.3,262.7,347.5,103.4,126.4,133.3,81.2,89.7,40.2,99.5,30.3,244.2,59.4,13.9,4.7,4.1,46.2,19.8,12.5,4.6
2001 Jul,188.3,97,90.1,67.6,42.8,9.1,9.1,277,14.6,9.7,17.5,32.2,26.9,14.3,21.3,14.2,8.4,63.4,63.8,92.1,40.8,44.1,306,16.1,276.9,188.6,316.5,187.7,242.3,77.4,129.3,156.6,69.5,18.4,91.6,231.7,135.4,367.1,505.2,220.8,275.8,371.3,101.8,129,130.6,90.1,91.2,40.6,96.1,33.7,247.1,55.5,13,4.5,4,50.7,23.2,11.7,5.1
2001 Aug,191.7,101.2,94.2,71.7,43.7,8.5,8.1,287,15.5,9.6,17.1,34.9,25.7,14.9,21.5,14.7,8.2,69.2,59.3,100,42.7,42.7,309.9,15.8,271.8,187.6,315.5,183.3,259.8,75.7,122.5,157.5,72.2,19.4,90,215.5,133.5,349,503,212.5,232.8,391.5,98.6,131.7,128.3,90.6,92,43.5,99.3,34.8,251.3,55.8,13.9,5.4,4.1,50.4,22.8,10.9,4.6
2001 Sep,189.3,88.4,90.5,66.5,39.8,8.3,7.9,258.3,13.6,10.1,17.8,31.5,26.2,14.2,21.2,13.5,8.3,68.6,55.6,91.6,42.8,42.6,300.3,13.1,243.1,188.1,307.5,172.6,218.9,74.8,123,150.8,62,18.2,92.4,234,135.6,369.5,495.6,215.4,251.4,349.1,95.8,130.3,143.6,88.1,92.6,44.3,96.6,33.7,239.7,52.3,12,5,4.5,50.7,21,10.8,4.5
2001 Oct,218.8,94.7,99.3,76.9,43.6,8.7,7.8,278.3,13.8,11.7,17.7,30.5,27.7,16.4,22.5,16.6,9.7,80.3,67.1,120.8,44.8,49.8,302.3,13.3,254.8,204.5,306,193.6,229.2,76.1,135.1,149.6,69.8,19.9,106.6,249.2,150.2,399.4,510.5,241.7,280.6,361.9,109.1,132.7,152.3,95.2,83.8,51.2,113.8,38.2,271.8,62.6,12.4,5.5,4.8,52,21.4,11.7,4.5
2001 Nov,218.1,99.4,106.4,76.1,44.1,9.6,8.2,285.5,13.7,12.5,18.2,31.1,29.1,18.3,22.5,17,11.9,82.6,64.2,121.3,46.8,50.7,307.2,14.3,292.2,190.6,301.6,189.1,232.4,89.5,142.5,153.5,74.8,23.8,109.9,256.4,160.4,416.9,492.3,252.4,329.1,366.2,119.3,133.7,150.8,98.8,91.7,53.5,125.4,38.3,277.2,71.9,13.8,6.6,5.3,54.4,23.5,12.3,5.2
2001 Dec,243,116.8,131,92.6,53.8,12.3,11.7,348.4,17.2,13.6,19.3,38.7,42.1,20.5,23.6,20.1,16.2,93.8,64.8,136.7,50.4,54.1,320.9,19.3,414.3,218.9,321.8,214.1,266.8,142.9,210.3,158.6,95.3,36.1,154.6,381.7,227.4,609.2,540.7,365,573.7,409.1,130,142.2,219.7,104.6,126.3,65,168,45.7,327.7,102.9,20.3,10.5,7.9,65.4,30.1,17.3,7.4
2002 Jan,230.5,94.9,107.3,75.8,53.5,10,8,293,13.5,10.8,16.2,31,25.1,17,20.1,15.2,10.2,83.4,65,115.4,48,50.9,288.7,16.5,289.7,229.4,266,202.8,238.1,87.9,130.5,136,71.1,19.9,103.9,258.3,151.1,409.4,495.4,234.4,252.7,385.2,129,147.1,149.4,97.1,89,46.7,108.4,46.4,269.4,61.8,13.9,6.1,4.9,51,22.5,11.6,4.5
2002 Feb,210.4,95,98.2,71,47.7,10.6,9.6,284.2,12.1,11.1,15.3,30.3,21.9,16.3,20.1,14.6,9.3,72.3,55.2,100.1,44.2,46.2,258.9,16.7,234.5,182.1,251.1,175.4,227.1,70,114.2,123.9,67.5,17.2,92.3,214.2,129.1,343.3,433.2,206.5,208,356,95.9,128.9,102.8,87,75.7,41.9,93.8,41.5,231,51.9,12.3,5.4,4.4,44.3,19.4,11.2,4
2002 Mar,216,106.7,110.3,73.3,49.1,10.3,9.8,304.6,13.7,11.4,15.7,32.4,27.6,16.4,22,16.3,10.6,81.3,58.4,109.1,51.1,48.2,291.7,19.7,253.3,207.3,264,179.8,257.9,85.8,140.2,140.2,69.6,19.3,98.9,246.6,138.5,385.1,471.3,239.1,267.5,399.2,106.4,141.3,121.7,99.4,80.2,44,103.6,45.1,247.7,59.6,14.1,5.7,5.1,50.4,22,11.7,4
2002 Apr,212.6,102.8,105.1,75,48.5,9,8.6,291.8,14,10,17.2,30.4,30,18.1,20.8,15.9,10.7,88.2,55.7,100.2,43.5,48.5,293.6,14.1,264.1,205.4,270.3,205.4,230.8,73.5,165.2,141.2,78.2,19.3,108,237.1,139.9,376.9,475.7,273.2,279.2,372.7,102.9,141.9,130.9,92.3,80.5,41.3,108.9,45.9,236.4,67.6,14.9,5.4,4.9,50.6,21.6,13.1,4.6
2002 May,226.1,105,112.3,81.5,49,10.3,9.7,305.4,14.4,10.6,17.2,31.4,30.5,18.9,20.8,17.3,11.5,89,62.1,103.1,39.9,52.7,314,14.9,312.6,198,283.9,199.9,228.7,82.5,168.8,149.9,89.9,20.4,114.8,266.2,153.7,419.9,482,283.6,294.2,368.8,105.1,140.1,136.6,87.1,91,45.8,118.4,47.5,256.1,72.6,16.7,5.3,5.5,52.3,24.3,14.5,4.6
2002 Jun,213.6,96.9,103.8,72.4,45.9,9.7,8.7,281.5,13.9,10,17.1,30.6,31.1,20.2,20.7,15.4,10.3,86.2,65.1,96.5,38.8,51.4,302.6,13.8,310.7,194.9,265,200.5,218,82,152.9,145.9,88.7,19.4,100.5,225.5,136.4,361.9,459.9,253.3,301.1,355.6,107.6,137.6,131.4,83.6,91.8,41.7,110.9,43.5,253.4,69.2,16.9,5,6.8,51.9,24.3,13.1,4.6
2002 Jul,272.8,99.7,93.3,84.4,51.6,10.2,11.8,314,15,8.5,16.9,34.9,29.6,17.1,20.3,16.6,9.6,89.8,57.5,93.6,43.1,55,315.9,18.7,292.7,209.4,271.8,194.6,255.7,86.8,149.3,158.1,81.5,19.4,108.6,230.7,138.1,368.8,481.2,257.9,266.5,414.5,106.1,158.8,135.7,93.7,73.5,40.8,103.9,40.8,224.5,63.1,17,4.6,5.7,47.7,20.2,11.5,3.6
2002 Aug,268.3,111.7,92.4,89,58.3,10.2,11.8,342.7,14.7,9.1,16.3,36.6,28.5,18,21,16.5,10.2,98.9,59.3,101.6,46.9,49,326.8,22.3,296.6,202.9,283.2,190.2,257.1,90.3,147.4,171.6,78.9,18.7,110.7,230.1,142.6,372.7,486.1,258.2,252,410,105.9,152.9,143.1,97.6,77.4,41.8,108.3,40,238.3,66.5,17,5,5.9,50.9,22.6,11.8,4
2002 Sep,272.3,95.4,94.3,79.7,58.3,9.3,9.9,305.6,14.5,8.6,16.3,31.4,28.5,17.6,21,16.5,9.5,89.1,57.5,104.5,49.8,50.5,315.3,18.9,274.2,200.6,270,190.1,237.4,81.8,152.3,161.1,78.7,20.5,110.4,237.8,149.2,387,470.6,262.8,252.6,392.5,103.3,155.1,159.4,97.6,67.6,41.1,101.4,38.9,229.6,60.2,15.8,4.7,5.7,48.6,18.8,10.9,3.7
2002 Oct,251,85.5,104.8,81.8,57.3,9.3,9.5,296.1,12.8,9,17.8,30.7,32.6,17.6,23.3,17.7,9.3,110.6,71.8,118,47.1,57.5,342.6,19.3,295.2,218.5,265.2,203.5,227.2,85.3,164.6,170.6,82.7,23,122.2,262.7,155.9,418.5,483.7,286.8,290.8,377.5,118.1,150.3,167.1,99.8,84.7,46.2,111.9,41.6,274.6,65.7,16.9,5.1,6.7,57,24.7,11.5,4.3
2002 Nov,249.8,90.2,102.6,77.1,55.7,9.7,9.9,294.3,13.3,9.7,18.5,30.5,35.9,19.4,23.8,17.9,11.9,110,73.6,121,50.5,61.3,352.1,18.8,322.4,204,265,207.4,239.7,100.7,175.9,186,88.6,25,128.6,279.7,168.9,448.6,469,304.5,370.3,393.1,118.1,153.5,179.3,101.3,83.2,49.2,117.9,41.3,277.8,68.7,16.2,5.8,7.5,59.2,25.3,12.6,4.8
2002 Dec,289.3,110.2,120.5,108.4,70.4,13.7,12.8,386,17.3,11,18.8,41.6,50.4,20.5,24.4,21.1,18,124,66.2,135.3,58,64.3,381.5,26,447.3,229.8,292.8,237.2,280.9,170.1,237.1,199.8,119.8,39.3,173,400.1,233.2,633.3,522.6,410.1,590,441.2,123.9,160.3,246,108.9,122.2,67.6,169.5,46.1,323.7,101.9,23.5,9.8,11.8,71,35,16.4,6.9
2003 Jan,241.6,88.6,97.9,73.9,59.1,10.1,9.9,301.2,11.7,8.6,18.4,36.3,31.4,15.9,19.6,16,10.6,93.9,64.7,111.4,47.7,56.2,342.7,21.1,314.1,226,272.7,190.9,286.1,92.6,136.9,167.4,84.4,23.1,103.3,247.4,149.4,396.8,498.7,240.2,269.5,446.4,122.5,160.3,185.2,97.2,88.5,41.4,103,42.1,264.6,61.6,16.1,5.4,6.5,58.5,26.5,10.1,4.6
2003 Feb,220.6,86.8,88.3,69.2,46.4,10.7,11.1,279.4,10.8,8.4,17.6,32.1,26.6,15.2,20.6,14.2,9.2,86.8,55,96.9,43,47.2,309.9,20.8,263.1,181.8,249.8,169,239.3,74.9,127.3,164.1,72.6,19.5,99.1,196.6,131.3,327.9,431.7,226.3,224.3,378.4,101.7,139.1,132.3,85.3,78.2,35.8,86.3,37.4,230.1,50.5,15.1,4.5,6.4,55,25.2,9.8,4.5
2003 Mar,235.7,96.6,95.5,68.7,47.9,10.2,11.6,290.1,12.5,9.2,19.2,29.7,33.3,17.6,24.1,15.9,11,99.5,57.4,107.2,46.6,53.9,337.2,23.2,279.9,201.9,277.9,196,267.3,81.5,162.1,176.2,76.5,22.3,112.9,238.5,137.3,375.8,479.8,275,278.3,418.4,110.3,151.2,150.2,94.6,83.6,37.2,95.4,42.5,248.1,58.3,18.3,5.2,6.9,60.6,27.5,12.7,4.8
2003 Apr,216.9,86.4,96.5,62.3,47.1,10.3,9.3,267.6,12.9,8.8,18.8,29.3,35.1,16.3,24,16,11.8,94.8,60.3,100.4,40.5,52.7,353.4,20.3,266.1,227.6,270.9,209.4,254.3,93.7,178.4,181.8,75.7,22.1,108.5,258.1,145.6,403.7,498.6,286.9,303.5,406.2,107.5,152,164.5,88.8,82.2,38.9,101.6,40.2,242.9,62.7,17.6,4.8,7.2,58.5,27.1,13.3,4.7
2003 May,212.1,90.8,98.7,67.1,51,10.3,10.2,286.5,14.5,8.8,19.9,31.6,36.5,18.3,25.7,17.4,11.1,94,71.1,103.5,37.9,55.5,381.8,22.7,301,230.6,285.2,220.3,272.5,93.5,182.1,197.8,81.8,21.9,115.9,263.2,152.5,415.7,515.8,298,311.5,426.2,110.1,153.7,167.7,85,91.4,44.5,113.2,40.1,266,68.7,19.6,4.9,7.2,62.3,28.7,13.3,4.9
2003 Jun,203.5,87.2,95,62.1,51.8,9.6,9.8,273.2,13.8,8.6,20.7,30.3,35.3,18.8,25.3,16.6,10.8,84.9,67.9,97.6,35,57.4,365.7,19.5,300.3,219.4,254.9,229.1,247.8,89.7,166.8,184.6,86.7,22.7,111.1,248.9,146.4,395.4,474.2,277.9,319.8,399.1,120.8,151.3,165.3,79.7,95.7,39.9,106.2,38,261.1,66.3,20,4.8,6.2,62,29.7,13.1,5.2
2003 Jul,232.7,105.4,104.6,66,63.6,13.5,11.5,317.3,14.7,8.4,21,34.2,32.3,18.1,26.1,16,9.7,95,78.1,105.2,41,56.6,407.2,20,297.2,234.4,268.5,218.9,288.3,87.4,157.4,211.4,86.3,25.6,116.9,235.4,151,386.4,502.9,274.3,288.6,449,130.6,160.7,173.4,88.4,104.7,41.7,114.2,39,288,72.5,22.4,5,7.3,60.5,28.4,12.3,5.1
2003 Aug,228.2,110.4,106.3,65.2,65.5,13.7,11.2,327.5,15.7,8.5,20,39.6,30.1,18.6,26.1,15.9,9.6,100.8,75.1,114.7,41.4,56,411.3,18.8,289.3,237.9,298.5,205.7,289,89.2,152.7,216.4,87.9,23.8,115.5,231.3,148.5,379.8,536.4,268.2,269.4,437.6,121.4,148.6,164.2,88.4,101.6,41.3,107.2,40.8,291.5,65.9,20.3,5,7.4,60.5,28.2,12.1,5
2003 Sep,223.8,108.9,109.4,64.3,66.2,13.7,10.1,319.1,16,8.7,19.3,33.9,29.8,19.7,25.7,15.2,9.9,98.2,73,121.3,44.2,57.1,400.2,19.1,282.4,233.2,296,219.2,285.2,87.8,157.3,213,81.4,23.2,117.2,248.1,161.1,409.2,529.3,274.5,283.5,434.9,126.2,149.7,191.2,89.8,95.2,42.9,109,42.6,289.4,66.1,19.4,5.1,7.3,61.5,28.2,11.9,5
2003 Oct,240.7,101.7,111.7,67.7,73,13.2,9.7,324.4,14.7,9.1,21.6,35.1,37.7,20.9,22.4,16.3,10.2,100.7,82.4,142.6,50.3,63.1,462.1,21.1,320,254.5,321.8,227.7,330.5,98.7,178.7,257.6,85.9,26.3,136.5,268.6,168.3,436.9,576.4,315.2,323.2,479.9,129.2,149.3,195,100.6,109.1,50.5,120.3,37.2,334.2,69.8,19.7,5.3,7.7,63.1,26.6,12.4,4.9
2003 Nov,242.7,109.5,108.2,69.1,73.1,13.3,9.7,334.8,15.1,9.5,20.9,35.7,39.9,23.1,22.1,15.4,11.2,98.4,81,146.5,49.2,64.5,447.3,21.5,326.3,241.3,324.6,227,326.5,108.9,188.1,249.9,89.6,28.8,136.8,283.9,180.9,464.8,565.9,324.9,377.2,473.8,126,147.3,189.2,97.8,112.1,53.2,127.2,40.5,339.6,74.1,19.7,5.4,8.3,67.3,30,12.9,5.6
2003 Dec,263.7,136.1,125.9,98.3,95.5,18.3,14.2,448.8,18.2,10.2,22,49.2,55,26.7,21.6,19.4,17.5,109.8,79.9,161.5,58.2,70.6,492.7,33.5,470.1,272.4,366.1,253.5,372.8,178.7,261.6,274.6,128.2,46.3,192.8,415.9,240.5,656.5,638.4,454.4,610.3,529.9,133.1,157.1,266.5,106.1,159.1,75.6,181.6,47.6,400.4,105.9,28.7,8.9,12.7,83.7,41.2,17.5,8.1
2004 Jan,231.3,92.3,122,68.3,75.8,13.7,8.6,327.1,14,8.2,19.4,40.5,34.6,19.8,14.8,14.7,10.9,107.3,76.3,129.4,52,65,471.6,25.2,345.1,265.9,318.3,222.6,328.7,106.1,163.8,248.7,95.7,26.1,116,271.5,153.4,424.9,584.2,279.8,281.4,478.1,135,149.4,191.9,97.2,127.2,51.9,125.9,47.8,333,74,20.6,5.4,7.1,64.7,30.3,11.2,5
2004 Feb,215.4,91.9,114.6,69.2,65.4,15.2,10.1,316.4,13.3,8.3,17.3,37.5,29.3,17.4,18.8,14.3,10.1,98.2,63.1,112.8,53.9,58.3,420.1,24.3,291.5,230.3,314.8,202.2,317.1,87.1,155.7,220,83.8,22.4,111.1,220.4,132.5,352.8,545.1,266.8,244.9,457,110.7,139.9,141.7,96.3,105.3,47.3,105.6,44.9,281.2,58.2,18.4,4.9,7.1,56.5,25.3,11.2,4.3
2004 Mar,228.6,109.2,117.3,75.3,65.7,13.4,9.7,340.5,15.4,8.5,19.5,37.6,34.6,20.4,18.9,16.4,11.1,104.2,70.2,127.6,61.2,64.6,421,26.6,312.7,242.6,342.2,220.6,351.4,97,171.2,228.2,90.7,26.9,124.3,241.9,143,384.9,584.8,295.5,284,499.3,130.8,147.8,151.2,106.7,109.5,49.8,115.7,48.6,307.4,65.9,20.7,5.5,7.6,62,28.2,12.1,4.8
2004 Apr,234.5,93.8,126.4,69.6,70.1,13.2,8.6,318.9,14.7,8.4,17.8,34.1,39.3,19.6,18.8,16.7,12.5,105.1,73.4,124.4,52.4,59.7,418.4,26.7,286.8,267,353.7,192.5,315.5,90.2,197.8,217.4,84.3,26.8,115.6,260.8,137,397.9,620.8,313.4,324.8,471.8,128,156.2,166.5,97.6,101.1,50.2,121.6,50.5,298.8,71.4,18.7,5.1,7.5,58,26.4,12.7,4.8
2004 May,221.4,100.6,121.1,68.7,73.2,13.4,8.9,327.9,13.8,8.3,19.5,34.7,39.4,20.4,20.1,16.7,11.1,101.4,73.8,127.2,54.7,60.6,423,25.6,306.1,264.1,328.8,196.1,317.7,83.4,204.3,232.4,85.6,25.2,119.3,290.1,150.9,441,592.9,323.7,313.9,468.5,135.1,150.8,177.4,101.9,115.2,50.4,124.6,46.5,316.3,74.2,19.8,5,7.3,60.1,27.4,13.8,4.8
2004 Jun,218.5,95.4,120.9,66.7,72.7,13.1,8.8,320.3,14.3,7.9,19.7,36.3,39.9,21.3,19.8,16.7,11.6,96.9,90.9,122,52.8,66.2,417.5,24.4,331.7,255.1,296.1,205.4,294.5,91.2,193.9,227.5,97.1,28.1,116.9,279.6,145.3,424.9,551.2,310.8,345.2,438.1,138.2,143.6,197.7,96.7,121,50.5,123.4,43.9,334,72.9,21.9,5.2,7.2,63.5,31,13.4,5.3
2004 Jul,224.6,103.1,119.5,71.3,80.1,15.2,11,352.9,14.9,8.7,19.3,38.9,37.3,22.2,20.4,17.8,10.6,112.4,94.1,134.6,51.9,62.5,439.3,30.1,346.8,274.4,314.5,212.5,305.3,97,191.3,236.4,97.2,27.1,125,250.6,149.7,400.3,588.9,316.2,317.7,468.4,150.5,163.1,187.2,103.7,118.1,53.6,126.5,46.9,346.8,72.9,22.9,5.2,7.7,62.3,31.2,11.8,5.6
2004 Aug,228.2,101,116.7,72.2,79.1,14.6,10,346.6,14.5,8.7,19.2,39.2,35.3,20.4,18.8,16.7,10.5,107.1,83.7,129.5,51.5,57.5,448.2,27.5,325.7,259.2,313.7,218.7,305.9,94,182.7,243.6,92.6,25.3,126.7,234.9,146.4,381.3,572.9,309.5,279.2,468.4,139.3,162.5,175.5,96.4,116.9,50.8,117.2,43.7,330.1,66.5,22.2,5.1,7.4,63,30.8,11.5,5.3
2004 Sep,226.1,99.3,118.7,74.4,76.3,14.9,8.8,343.9,14.4,8.8,19,40.6,38.5,21.5,18.5,17.9,11,115.8,88.3,146.8,53.7,59.9,464.5,26.4,320.2,265.7,328.7,213.5,320.3,96.7,186.5,253.3,90.2,26.4,123.3,264.3,155.6,419.9,594.5,309.7,310.9,490.9,146.2,170.6,202.8,100,113.5,53.9,124.7,45.9,348.6,70.8,19.8,5.3,7.5,60.5,26.7,12.7,5
2004 Oct,236.4,97,132,72.5,78.1,14.2,8.3,337.5,14.6,8.7,23.2,37.5,43.2,22.2,20.9,19.6,9.1,114.5,101.8,155.1,54.7,70.6,461,26.6,356.7,273.9,323.5,235.7,312.8,97.9,190.2,255.5,94,28.6,138.1,274.1,163.9,438.1,597.3,328.3,327.7,473.9,143.9,161.1,204.1,104.7,114.7,62.6,140.7,48.8,371.6,78.1,21.7,5.8,8.2,67.6,27.9,13.4,5.4
2004 Nov,248.1,102.6,130.2,74.2,76.9,13.8,8.4,348.7,15.4,9,21.4,41.3,42.2,24,18.2,19.2,10.9,116.7,96.7,155.4,53.8,71.4,425.4,28.4,381.9,254.3,320.6,241.6,305.5,100.1,192.5,232.5,106.6,33,137.7,284.9,168.7,453.5,574.9,330.1,368.8,463,147.3,157.5,204.3,104.8,122.9,66.4,143.7,50.3,375,77.2,22.1,6.2,8.4,66.8,28.8,13.5,5.8
2004 Dec,296.5,142.2,154,103.2,103,17.6,11.5,480,17.5,10.2,21.1,53.9,61.5,27.4,18.7,23,17.6,121.8,102,191.7,60.2,78.3,479.3,44.9,528.4,280.5,367.6,254.1,342.7,160.3,262.5,263.8,136.8,48.4,210.9,426.2,229.4,655.6,648.1,473.3,623.8,509.6,145.3,167,273.7,118.7,168.9,89.8,201.8,57.4,462.6,112,33.5,10.3,13.9,85.4,42.7,19.9,8.4
2005 Jan,239.3,103.2,131.7,70.9,85.1,14.2,8.8,359.3,11.6,8.1,22,47.6,38.2,21.6,15.2,16.8,10.8,95.1,91,145.4,49.2,62.1,440.5,26.4,365.5,260.6,314.4,225.9,269.8,92.7,164.5,235.3,97,27.9,126.7,280,165.8,445.8,575,291.1,299.8,432,158.3,162.2,210,108,121.6,54.7,122,48,357.9,67.3,21.2,5.7,7.6,64.7,27.4,13.3,4.5
2005 Feb,225.1,99.6,125.7,63.1,79.5,14.4,10.4,341.7,11.8,7.8,21.1,42.5,31.5,20,14.1,15.2,10.4,103.7,86.8,124.4,47.8,54.9,395.4,29.4,318.5,233.7,284.7,212.6,257.1,87,151.3,216,84.4,23.2,122.6,215.5,136.7,352.2,518.4,273.9,260.1,408.1,124.1,151,144.1,97.9,105,47.8,106.1,42.4,316.1,58.3,20.7,5.8,7.7,56.2,22.8,10.7,4.4
2005 Mar,247.7,101.7,143.6,64.7,78.3,14,9.2,344.6,13.1,9,22.1,43.2,37.8,21.2,14.7,16.5,11.9,108.3,90.6,133.5,56.1,62.9,434.9,30.6,335.7,249,292.4,218.6,274.6,100,179,237.2,90.1,28,127.4,272.8,147.6,420.4,541.4,306.3,320.1,436.7,130.6,162.1,169.6,109.9,112,49,117.3,45.2,336.1,68.3,22.9,5.9,8.5,60.1,24.5,13.7,4.7
2005 Apr,244.5,94.6,143.2,65.6,78.6,12.8,8.8,337.2,14,10,20.5,45.2,38.9,23.6,18.1,14.8,13.7,112.6,94,128.2,49.3,56.6,427.2,28.6,340.3,252.6,315,232.2,267.9,99.2,177.3,227.2,92,23.8,130.8,263,141.5,404.5,567.6,308,286,439.4,137.6,171.5,184.1,105,115.4,51.2,128.3,48.7,337.5,77.2,21.9,7,8.1,58.5,24.3,13.8,5.5
2005 May,242.9,96.4,119.6,68.1,81.5,13.1,8.8,343.6,13.7,10.4,21.6,44.4,41.1,23.5,17.8,15.1,12.8,114,99,126.7,49.1,56.4,432.3,28.3,366.7,249,304.5,243.3,260.6,96.3,200.7,234.1,88.7,22.1,143.8,296.8,145.8,442.6,553.5,344.5,317.8,430.9,150.5,170.4,187.2,105.2,116.3,53.3,131.1,49.3,342,77.8,22.6,6.3,7.9,60.1,25,14.5,5.6
2005 Jun,238.6,93.1,116.4,67.2,76.8,12.8,8.2,334,13.5,10.3,23.8,44.9,42.4,24.2,17.3,14.5,13.3,111.2,94.7,117.3,48.1,58.4,429.5,28,376.5,251.1,297,249.4,262.5,103.4,193.7,228.9,95.6,24.6,134,292.6,144.1,436.7,548.1,327.7,358.4,427.2,145.7,164.7,203.1,101.8,136.8,52,136.1,49.2,348.7,84.1,24,6.3,8,63.9,28.5,15.5,6
2005 Jul,245.9,99,120.6,72.4,81.2,15.1,11.3,361.8,16.5,5.7,27,44.9,38.5,25.6,17.2,17.3,11.7,115.3,106.4,135.1,59.2,57.3,445,34.9,362,282.5,293.7,237,269.4,92.8,175.8,251.9,97.9,24.2,133.6,261.4,140.5,401.9,576.3,309.4,318.4,451.1,164.2,181.7,199.3,118.4,122.6,48.5,121.9,54.2,364.1,73.4,23.9,6.1,8.1,67.5,27.9,12.9,5.9
